session_id,user_id,session_start,session_end,week_number,channel
SES0010497,USR003189,2024-03-06 11:29:00,2024-03-06 11:57:09,10,organic
SES0010498,USR003357,2024-03-15 18:53:00,2024-03-15 19:01:10,11,organic
SES0010499,USR002972,2024-06-25 08:59:00,2024-06-25 09:04:49,26,paid
SES0010500,USR002051,2024-03-10 09:47:00,,10,referral
SES0010501,USR000653,2024-02-23 22:48:00,,8,direct
SES0010502,USR001164,2024-02-12 08:27:00,2024-02-12 08:30:31,7,organic
SES0010503,USR001955,2024-02-25 10:06:00,2024-02-25 10:27:45,8,organic
SES0010504,USR000723,2024-06-25 10:38:00,2024-06-25 10:46:39,26,organic
SES0010505,USR003717,2024-05-02 12:52:00,2024-05-02 13:10:19,18,organic
SES0010506,USR003631,2024-02-26 18:48:00,,9,organic
SES0010507,USR001753,2024-03-21 21:46:00,2024-03-21 22:06:54,12,organic
SES0010508,USR002884,2024-03-04 18:52:00,2024-03-04 18:54:14,10,organic
SES0010509,USR000540,2024-05-01 23:47:00,2024-05-02 00:10:32,18,direct
SES0010510,USR002627,2024-04-07 10:04:00,2024-04-07 10:20:36,14,paid
SES0010511,USR000166,2024-04-22 18:14:00,2024-04-22 18:27:33,17,paid
SES0010512,USR002012,2024-03-03 11:16:00,2024-03-03 11:32:51,9,organic
SES0010513,USR003899,2024-02-17 12:49:00,2024-02-17 13:00:40,7,organic
SES0010514,USR003043,2024-02-03 20:15:00,2024-02-03 20:34:55,5,paid
SES0010515,USR003320,2024-03-14 13:49:00,2024-03-14 14:19:17,11,direct
SES0010516,USR002095,2024-03-13 22:06:00,2024-03-13 22:22:56,11,referral
SES0010517,USR003736,2024-04-18 18:57:00,2024-04-18 19:09:21,16,organic
SES0010518,USR001164,2024-06-06 14:00:00,2024-06-06 14:38:08,23,direct
SES0010519,USR002479,2024-05-07 16:56:00,2024-05-07 16:57:41,19,direct
SES0010520,USR003491,2024-04-17 09:00:00,2024-04-17 09:12:16,16,direct
SES0010521,USR003630,2024-06-26 17:00:00,2024-06-26 17:30:27,26,direct
SES0010522,USR000052,2024-03-10 20:42:00,2024-03-10 21:13:56,10,organic
SES0010523,USR002518,2024-05-20 23:09:00,2024-05-20 23:43:03,21,organic
SES0010524,USR000579,2024-03-02 18:48:00,2024-03-02 19:03:59,9,paid
SES0010525,USR002988,2024-04-01 12:13:00,2024-04-01 12:40:10,14,organic
SES0010526,USR002206,2024-06-19 21:18:00,,25,organic
SES0010527,USR000326,2024-01-19 14:00:00,,3,paid
SES0010528,USR002282,2024-03-24 19:39:00,2024-03-24 19:40:04,12,paid
SES0010529,USR001130,2024-01-12 13:16:00,2024-01-12 13:17:51,2,organic
SES0010530,USR000292,2024-05-31 13:08:00,2024-05-31 13:43:37,22,organic
SES0010531,USR001591,2024-06-12 14:24:00,2024-06-12 14:43:33,24,organic
SES0010532,USR002826,2024-05-22 20:27:00,,21,direct
SES0010533,USR002261,2024-02-25 09:24:00,2024-02-25 09:54:06,8,paid
SES0010534,USR001654,2024-05-03 09:59:00,2024-05-03 10:19:35,18,organic
SES0010535,USR002502,2024-05-22 08:59:00,2024-05-22 09:26:42,21,organic
SES0010536,USR002369,2024-03-24 17:19:00,2024-03-24 17:47:51,12,organic
SES0010537,USR001123,2024-02-12 18:29:00,2024-02-12 18:36:25,7,organic
SES0010538,USR002183,2024-05-17 12:44:00,2024-05-17 13:00:49,20,direct
SES0010539,USR002687,2024-04-29 12:33:00,2024-04-29 13:08:21,18,paid
SES0010540,USR001876,2024-06-30 16:36:00,2024-06-30 16:45:38,26,direct
SES0010541,USR002683,2024-02-28 17:21:00,2024-02-28 17:44:23,9,paid
SES0010542,USR002399,2024-01-01 23:19:00,2024-01-01 23:31:42,1,organic
SES0010543,USR002874,2024-01-06 12:55:00,,1,direct
SES0010544,USR002304,2024-01-27 23:37:00,2024-01-27 23:56:41,4,direct
SES0010545,USR001290,2024-03-18 08:04:00,2024-03-18 08:05:15,12,direct
SES0010546,USR001494,2024-04-24 21:33:00,2024-04-24 22:07:01,17,referral
SES0010547,USR000215,2024-06-24 15:46:00,2024-06-24 16:16:30,26,organic
SES0010548,USR003378,2024-05-03 20:19:00,,18,direct
SES0010549,USR002603,2024-01-20 12:53:00,2024-01-20 13:01:51,3,organic
SES0010550,USR003477,2024-05-17 21:53:00,2024-05-17 22:29:43,20,organic
SES0010551,USR000095,2024-04-02 21:36:00,2024-04-02 22:10:13,14,referral
SES0010552,USR000969,2024-04-25 15:53:00,2024-04-25 16:14:01,17,direct
SES0010553,USR000181,2024-05-15 21:56:00,2024-05-15 22:09:48,20,direct
SES0010554,USR000369,2024-05-30 12:08:00,2024-05-30 12:22:37,22,direct
SES0010555,USR002622,2024-05-08 12:49:00,,19,organic
SES0010556,USR000875,2024-06-29 22:37:00,2024-06-29 22:57:30,26,organic
SES0010557,USR002113,2024-01-24 22:20:00,,4,paid
SES0010558,USR000559,2024-03-04 09:04:00,2024-03-04 09:30:11,10,paid
SES0010559,USR003127,2024-03-07 19:04:00,2024-03-07 19:17:15,10,paid
SES0010560,USR003894,2024-03-06 23:15:00,2024-03-06 23:48:32,10,paid
SES0010561,USR002234,2024-01-13 16:32:00,2024-01-13 16:35:35,2,paid
SES0010562,USR003816,2024-05-14 08:51:00,2024-05-14 09:07:12,20,organic
SES0010563,USR002247,2024-04-05 23:54:00,2024-04-05 23:58:31,14,paid
SES0010564,USR001985,2024-03-01 20:45:00,2024-03-01 20:50:37,9,organic
SES0010565,USR000905,2024-05-18 15:51:00,2024-05-18 16:02:14,20,paid
SES0010566,USR002351,2024-03-24 12:23:00,2024-03-24 12:27:57,12,paid
SES0010567,USR002456,2024-01-22 19:46:00,2024-01-22 20:11:37,4,paid
SES0010568,USR002327,2024-01-02 13:09:00,2024-01-02 13:22:34,1,paid
SES0010569,USR001851,2024-04-23 20:56:00,,17,organic
SES0010570,USR001804,2024-03-13 17:09:00,2024-03-13 17:36:51,11,referral
SES0010571,USR000506,2024-01-06 14:10:00,2024-01-06 14:15:07,1,referral
SES0010572,USR000100,2024-03-29 10:08:00,,13,direct
SES0010573,USR002914,2024-04-24 14:41:00,2024-04-24 14:44:34,17,paid
SES0010574,USR002060,2024-01-01 16:49:00,2024-01-01 17:12:39,1,referral
SES0010575,USR003295,2024-06-08 23:09:00,2024-06-08 23:39:55,23,organic
SES0010576,USR000459,2024-05-23 14:01:00,2024-05-23 14:11:08,21,direct
SES0010577,USR003268,2024-03-30 14:42:00,2024-03-30 15:02:51,13,paid
SES0010578,USR003380,2024-01-11 22:05:00,2024-01-11 22:24:20,2,paid
SES0010579,USR001909,2024-03-12 14:41:00,2024-03-12 14:45:18,11,paid
SES0010580,USR000060,2024-04-15 15:47:00,,16,organic
SES0010581,USR000458,2024-05-03 14:52:00,2024-05-03 15:03:40,18,organic
SES0010582,USR003564,2024-04-15 14:07:00,2024-04-15 14:37:49,16,paid
SES0010583,USR003211,2024-04-06 23:51:00,2024-04-07 00:10:18,14,organic
SES0010584,USR003412,2024-03-25 11:48:00,2024-03-25 12:13:36,13,paid
SES0010585,USR002046,2024-04-25 21:53:00,2024-04-25 22:19:20,17,paid
SES0010586,USR000754,2024-06-19 09:09:00,2024-06-19 09:16:36,25,paid
SES0010587,USR001954,2024-02-28 18:38:00,,9,direct
SES0010588,USR003258,2024-05-10 17:07:00,,19,direct
SES0010589,USR003243,2024-03-21 15:32:00,,12,paid
SES0010590,USR001396,2024-05-11 08:35:00,2024-05-11 08:59:53,19,paid
SES0010591,USR003416,2024-01-22 15:56:00,2024-01-22 16:01:12,4,organic
SES0010592,USR003663,2024-05-29 15:23:00,2024-05-29 15:46:01,22,organic
SES0010593,USR003677,2024-04-19 19:12:00,2024-04-19 19:43:39,16,paid
SES0010594,USR001989,2024-05-26 18:52:00,,21,organic
SES0010595,USR002500,2024-05-11 21:45:00,2024-05-11 22:06:03,19,organic
SES0010596,USR001180,2024-05-20 13:54:00,2024-05-20 14:04:42,21,direct
SES0010597,USR003196,2024-06-21 23:51:00,2024-06-22 00:08:50,25,organic
SES0010598,USR001358,2024-03-21 22:51:00,2024-03-21 22:55:13,12,paid
SES0010599,USR001350,2024-03-24 10:02:00,2024-03-24 10:29:33,12,organic
SES0010600,USR002199,2024-02-19 11:47:00,2024-02-19 11:53:49,8,paid
SES0010601,USR000320,2024-06-29 08:14:00,2024-06-29 08:24:16,26,paid
SES0010602,USR002983,2024-06-01 13:15:00,2024-06-01 13:40:13,22,direct
SES0010603,USR001649,2024-04-02 14:44:00,2024-04-02 15:18:43,14,organic
SES0010604,USR000209,2024-02-14 18:13:00,2024-02-14 18:43:20,7,organic
SES0010605,USR002168,2024-06-12 20:02:00,2024-06-12 20:12:23,24,direct
SES0010606,USR003543,2024-06-01 17:56:00,2024-06-01 18:03:48,22,paid
SES0010607,USR000105,2024-05-06 20:14:00,2024-05-06 20:49:41,19,paid
SES0010608,USR002177,2024-04-24 20:58:00,2024-04-24 21:11:44,17,organic
SES0010609,USR003958,2024-01-09 23:09:00,2024-01-09 23:29:00,2,direct
SES0010610,USR000833,2024-01-12 16:13:00,2024-01-12 16:43:11,2,organic
SES0010611,USR001452,2024-01-27 09:38:00,2024-01-27 10:04:56,4,direct
SES0010612,USR002282,2024-04-14 22:37:00,2024-04-14 22:50:59,15,organic
SES0010613,USR001509,2024-02-12 08:22:00,2024-02-12 08:29:31,7,organic
SES0010614,USR000782,2024-05-20 22:04:00,2024-05-20 22:09:04,21,organic
SES0010615,USR001263,2024-06-28 10:26:00,2024-06-28 10:52:17,26,referral
SES0010616,USR001222,2024-02-18 18:36:00,2024-02-18 19:13:22,7,paid
SES0010617,USR001783,2024-03-09 10:49:00,2024-03-09 11:14:55,10,paid
SES0010618,USR003369,2024-01-23 12:03:00,2024-01-23 12:15:38,4,organic
SES0010619,USR002451,2024-02-10 19:15:00,2024-02-10 19:34:34,6,organic
SES0010620,USR003209,2024-01-03 18:00:00,2024-01-03 18:06:27,1,referral
SES0010621,USR003081,2024-02-20 08:03:00,2024-02-20 08:32:27,8,direct
SES0010622,USR000816,2024-01-12 21:07:00,2024-01-12 21:29:24,2,organic
SES0010623,USR001993,2024-04-04 14:57:00,2024-04-04 15:10:37,14,direct
SES0010624,USR000521,2024-06-08 20:44:00,2024-06-08 21:03:09,23,organic
SES0010625,USR002270,2024-01-30 21:12:00,2024-01-30 21:49:03,5,organic
SES0010626,USR001895,2024-05-03 21:32:00,,18,paid
SES0010627,USR000147,2024-06-29 21:24:00,2024-06-29 22:03:55,26,direct
SES0010628,USR001311,2024-02-13 09:02:00,2024-02-13 09:24:51,7,paid
SES0010629,USR002330,2024-03-21 16:57:00,2024-03-21 17:09:31,12,organic
SES0010630,USR003661,2024-05-10 16:19:00,2024-05-10 16:29:41,19,paid
SES0010631,USR001543,2024-02-13 10:57:00,2024-02-13 11:33:07,7,direct
SES0010632,USR003750,2024-04-02 18:23:00,2024-04-02 18:29:37,14,direct
SES0010633,USR000021,2024-05-23 20:50:00,2024-05-23 20:55:28,21,paid
SES0010634,USR000590,2024-04-19 13:53:00,2024-04-19 14:23:57,16,organic
SES0010635,USR002170,2024-03-28 13:07:00,2024-03-28 13:24:19,13,organic
SES0010636,USR001471,2024-06-01 08:35:00,2024-06-01 09:02:54,22,direct
SES0010637,USR000564,2024-01-09 12:37:00,2024-01-09 13:05:27,2,paid
SES0010638,USR003050,2024-05-09 19:54:00,,19,direct
SES0010639,USR003430,2024-04-09 16:53:00,2024-04-09 16:58:04,15,paid
SES0010640,USR002045,2024-01-06 08:47:00,2024-01-06 09:02:15,1,direct
SES0010641,USR000161,2024-05-06 23:26:00,2024-05-06 23:27:16,19,organic
SES0010642,USR003555,2024-06-07 23:07:00,2024-06-07 23:21:41,23,organic
SES0010643,USR003259,2024-06-13 23:53:00,2024-06-14 00:08:47,24,referral
SES0010644,USR003227,2024-01-03 08:16:00,2024-01-03 08:48:47,1,referral
SES0010645,USR000260,2024-01-10 12:02:00,2024-01-10 12:40:06,2,paid
SES0010646,USR000303,2024-03-28 20:46:00,2024-03-28 21:07:16,13,direct
SES0010647,USR000512,2024-05-17 21:12:00,2024-05-17 21:37:50,20,direct
SES0010648,USR001359,2024-06-01 16:15:00,2024-06-01 16:16:56,22,paid
SES0010649,USR002238,2024-05-20 12:08:00,2024-05-20 12:35:27,21,paid
SES0010650,USR001020,2024-03-25 18:15:00,2024-03-25 18:38:04,13,paid
SES0010651,USR002665,2024-03-12 11:32:00,2024-03-12 12:05:09,11,organic
SES0010652,USR003586,2024-05-27 19:48:00,2024-05-27 19:51:44,22,direct
SES0010653,USR003349,2024-03-17 13:57:00,,11,organic
SES0010654,USR001438,2024-01-04 12:46:00,2024-01-04 13:12:35,1,organic
SES0010655,USR000455,2024-02-11 15:11:00,2024-02-11 15:24:20,6,organic
SES0010656,USR000012,2024-06-08 17:40:00,2024-06-08 17:42:07,23,paid
SES0010657,USR001458,2024-02-08 17:36:00,2024-02-08 17:50:35,6,paid
SES0010658,USR001578,2024-06-26 10:26:00,2024-06-26 10:36:33,26,direct
SES0010659,USR001948,2024-03-24 12:20:00,2024-03-24 12:30:04,12,direct
SES0010660,USR002981,2024-06-12 17:56:00,,24,organic
SES0010661,USR000535,2024-04-01 14:13:00,2024-04-01 14:23:17,14,direct
SES0010662,USR002077,2024-04-25 08:55:00,2024-04-25 09:10:07,17,organic
SES0010663,USR002141,2024-02-20 11:36:00,2024-02-20 11:44:03,8,direct
SES0010664,USR000311,2024-05-23 18:32:00,2024-05-23 18:35:34,21,paid
SES0010665,USR002118,2024-01-16 19:50:00,2024-01-16 20:13:38,3,direct
SES0010666,USR003796,2024-06-11 21:25:00,2024-06-11 21:42:06,24,organic
SES0010667,USR001556,2024-06-07 08:20:00,2024-06-07 08:55:42,23,organic
SES0010668,USR003135,2024-04-14 08:39:00,2024-04-14 09:10:49,15,paid
SES0010669,USR003081,2024-03-25 17:24:00,2024-03-25 17:38:39,13,organic
SES0010670,USR002058,2024-04-15 23:30:00,2024-04-15 23:46:52,16,paid
SES0010671,USR002894,2024-01-15 18:56:00,2024-01-15 19:13:06,3,organic
SES0010672,USR000697,2024-01-25 19:15:00,2024-01-25 19:30:53,4,paid
SES0010673,USR000429,2024-01-27 16:40:00,2024-01-27 16:44:02,4,organic
SES0010674,USR000672,2024-02-11 18:58:00,2024-02-11 19:15:39,6,organic
SES0010675,USR002342,2024-06-02 14:58:00,2024-06-02 15:10:34,22,organic
SES0010676,USR001683,2024-01-20 15:12:00,2024-01-20 15:35:21,3,organic
SES0010677,USR002578,2024-05-02 17:55:00,2024-05-02 18:16:45,18,organic
SES0010678,USR001962,2024-02-03 08:10:00,2024-02-03 08:33:06,5,organic
SES0010679,USR000740,2024-06-06 10:42:00,2024-06-06 10:55:01,23,direct
SES0010680,USR003504,2024-05-31 08:52:00,2024-05-31 09:19:52,22,direct
SES0010681,USR001010,2024-01-21 17:35:00,2024-01-21 18:00:54,3,direct
SES0010682,USR003453,2024-01-25 23:50:00,2024-01-26 00:28:20,4,direct
SES0010683,USR001031,2024-04-04 13:25:00,2024-04-04 14:00:09,14,organic
SES0010684,USR000759,2024-05-01 11:09:00,2024-05-01 11:42:47,18,organic
SES0010685,USR000215,2024-04-15 11:06:00,2024-04-15 11:43:00,16,direct
SES0010686,USR001781,2024-06-27 09:25:00,2024-06-27 09:41:27,26,organic
SES0010687,USR001128,2024-06-09 23:00:00,2024-06-09 23:22:52,23,organic
SES0010688,USR000724,2024-05-29 21:45:00,,22,organic
SES0010689,USR001177,2024-06-05 10:53:00,2024-06-05 11:12:59,23,paid
SES0010690,USR001331,2024-03-19 21:04:00,2024-03-19 21:25:53,12,paid
SES0010691,USR003399,2024-05-24 17:07:00,2024-05-24 17:23:20,21,organic
SES0010692,USR000180,2024-03-08 13:09:00,2024-03-08 13:34:13,10,referral
SES0010693,USR001230,2024-06-24 16:45:00,,26,paid
SES0010694,USR001804,2024-04-29 11:42:00,2024-04-29 11:51:17,18,organic
SES0010695,USR001036,2024-02-21 09:42:00,2024-02-21 10:03:39,8,organic
SES0010696,USR003625,2024-06-22 13:42:00,,25,paid
SES0010697,USR003189,2024-05-08 18:32:00,2024-05-08 18:35:23,19,organic
SES0010698,USR003761,2024-02-09 11:02:00,2024-02-09 11:30:05,6,organic
SES0010699,USR003596,2024-05-08 19:06:00,2024-05-08 19:40:30,19,paid
SES0010700,USR002681,2024-03-07 14:18:00,2024-03-07 14:37:37,10,organic
SES0010701,USR001637,2024-02-29 19:53:00,2024-02-29 20:31:39,9,direct
SES0010702,USR001233,2024-01-18 21:35:00,2024-01-18 21:45:17,3,organic
SES0010703,USR000394,2024-04-14 18:59:00,2024-04-14 19:36:29,15,organic
SES0010704,USR003314,2024-05-29 23:08:00,,22,organic
SES0010705,USR002791,2024-05-06 11:43:00,2024-05-06 11:49:51,19,organic
SES0010706,USR001940,2024-05-06 12:27:00,2024-05-06 13:03:23,19,paid
SES0010707,USR002696,2024-05-24 21:30:00,2024-05-24 22:02:17,21,direct
SES0010708,USR003719,2024-05-09 11:37:00,,19,organic
SES0010709,USR002082,2024-01-19 22:25:00,2024-01-19 22:42:54,3,direct
SES0010710,USR000785,2024-03-13 19:53:00,2024-03-13 20:18:39,11,direct
SES0010711,USR001744,2024-03-28 17:46:00,,13,direct
SES0010712,USR003510,2024-04-13 14:54:00,2024-04-13 15:21:08,15,organic
SES0010713,USR003974,2024-01-04 10:05:00,2024-01-04 10:33:19,1,paid
SES0010714,USR001398,2024-03-06 14:21:00,,10,organic
SES0010715,USR000692,2024-01-12 15:48:00,2024-01-12 16:27:08,2,organic
SES0010716,USR003402,2024-04-21 10:34:00,2024-04-21 11:07:31,16,paid
SES0010717,USR002225,2024-04-30 22:21:00,2024-04-30 22:39:02,18,organic
SES0010718,USR002869,2024-04-11 12:30:00,2024-04-11 12:55:11,15,referral
SES0010719,USR001716,2024-05-07 10:49:00,2024-05-07 11:12:19,19,direct
SES0010720,USR002756,2024-02-15 12:55:00,2024-02-15 12:57:35,7,organic
SES0010721,USR001034,2024-06-04 16:30:00,2024-06-04 17:02:48,23,paid
SES0010722,USR001025,2024-05-17 18:19:00,2024-05-17 18:23:32,20,paid
SES0010723,USR002599,2024-04-10 19:15:00,2024-04-10 19:30:29,15,referral
SES0010724,USR001031,2024-05-20 13:13:00,2024-05-20 13:41:51,21,organic
SES0010725,USR002226,2024-04-11 13:41:00,2024-04-11 14:19:04,15,paid
SES0010726,USR002297,2024-06-13 20:29:00,2024-06-13 20:40:37,24,paid
SES0010727,USR001667,2024-06-03 20:48:00,2024-06-03 21:07:08,23,paid
SES0010728,USR000947,2024-06-17 18:23:00,2024-06-17 18:25:06,25,paid
SES0010729,USR001939,2024-02-21 08:07:00,,8,paid
SES0010730,USR001145,2024-05-08 23:47:00,2024-05-08 23:50:57,19,paid
SES0010731,USR000256,2024-02-01 22:42:00,2024-02-01 22:47:18,5,paid
SES0010732,USR003031,2024-06-18 15:30:00,2024-06-18 15:43:02,25,direct
SES0010733,USR000795,2024-02-24 15:23:00,2024-02-24 15:57:22,8,direct
SES0010734,USR001040,2024-04-14 19:27:00,2024-04-14 19:45:17,15,paid
SES0010735,USR003486,2024-02-08 19:13:00,2024-02-08 19:18:11,6,referral
SES0010736,USR002840,2024-03-06 23:05:00,2024-03-06 23:39:54,10,organic
SES0010737,USR000756,2024-06-30 16:56:00,2024-06-30 17:03:34,26,organic
SES0010738,USR003231,2024-06-13 23:18:00,2024-06-13 23:37:57,24,paid
SES0010739,USR003156,2024-01-26 20:07:00,2024-01-26 20:30:57,4,direct
SES0010740,USR003853,2024-03-30 21:00:00,2024-03-30 21:02:11,13,paid
SES0010741,USR002994,2024-04-10 17:13:00,2024-04-10 17:38:49,15,organic
SES0010742,USR002415,2024-06-11 18:46:00,,24,organic
SES0010743,USR002469,2024-01-04 23:02:00,2024-01-04 23:33:28,1,organic
SES0010744,USR002304,2024-01-01 15:57:00,2024-01-01 16:16:06,1,organic
SES0010745,USR000939,2024-04-03 15:01:00,2024-04-03 15:04:09,14,direct
SES0010746,USR000818,2024-05-25 22:40:00,2024-05-25 22:53:55,21,organic
SES0010747,USR003003,2024-06-19 12:30:00,2024-06-19 12:49:51,25,paid
SES0010748,USR002883,2024-04-02 10:09:00,,14,organic
SES0010749,USR001909,2024-04-02 09:38:00,2024-04-02 09:59:12,14,organic
SES0010750,USR000105,2024-05-17 09:07:00,2024-05-17 09:45:27,20,referral
SES0010751,USR002438,2024-01-05 23:55:00,2024-01-06 00:20:00,1,organic
SES0010752,USR001659,2024-03-21 17:06:00,2024-03-21 17:18:52,12,organic
SES0010753,USR000627,2024-05-06 08:59:00,2024-05-06 09:11:01,19,paid
SES0010754,USR003244,2024-03-28 22:17:00,2024-03-28 22:41:22,13,organic
SES0010755,USR003425,2024-06-28 20:04:00,2024-06-28 20:40:38,26,paid
SES0010756,USR001992,2024-02-17 16:08:00,2024-02-17 16:11:00,7,direct
SES0010757,USR001464,2024-03-31 17:34:00,2024-03-31 18:11:30,13,organic
SES0010758,USR000567,2024-01-30 08:53:00,2024-01-30 09:04:58,5,referral
SES0010759,USR001045,2024-04-23 19:12:00,2024-04-23 19:42:19,17,organic
SES0010760,USR001916,2024-01-03 12:09:00,2024-01-03 12:11:29,1,direct
SES0010761,USR001035,2024-03-24 17:54:00,,12,organic
SES0010762,USR000547,2024-04-01 13:22:00,2024-04-01 13:29:59,14,organic
SES0010763,USR003965,2024-06-09 11:25:00,2024-06-09 11:30:17,23,paid
SES0010764,USR000190,2024-05-04 17:26:00,2024-05-04 17:58:12,18,paid
SES0010765,USR002651,2024-02-09 08:48:00,2024-02-09 09:08:42,6,organic
SES0010766,USR001704,2024-01-15 19:43:00,2024-01-15 19:46:32,3,direct
SES0010767,USR001562,2024-02-04 10:13:00,2024-02-04 10:48:19,5,paid
SES0010768,USR001717,2024-03-03 19:04:00,2024-03-03 19:22:45,9,referral
SES0010769,USR001754,2024-04-10 17:29:00,2024-04-10 17:57:17,15,referral
SES0010770,USR001583,2024-04-10 18:56:00,2024-04-10 19:17:24,15,organic
SES0010771,USR003674,2024-04-20 22:26:00,,16,organic
SES0010772,USR001875,2024-05-03 15:45:00,2024-05-03 16:05:22,18,paid
SES0010773,USR003081,2024-01-25 23:13:00,,4,paid
SES0010774,USR000067,2024-03-16 13:06:00,2024-03-16 13:39:35,11,paid
SES0010775,USR002809,2024-04-15 23:52:00,2024-04-16 00:10:43,16,organic
SES0010776,USR001172,2024-01-14 21:19:00,2024-01-14 21:25:42,2,organic
SES0010777,USR000248,2024-06-16 13:23:00,,24,direct
SES0010778,USR000533,2024-05-08 18:01:00,2024-05-08 18:10:28,19,paid
SES0010779,USR002956,2024-03-15 08:39:00,,11,organic
SES0010780,USR003198,2024-02-26 09:10:00,2024-02-26 09:36:50,9,paid
SES0010781,USR002603,2024-03-08 09:00:00,2024-03-08 09:07:58,10,organic
SES0010782,USR001380,2024-03-18 22:46:00,2024-03-18 23:02:54,12,organic
SES0010783,USR002154,2024-04-24 15:19:00,2024-04-24 15:20:01,17,referral
SES0010784,USR001475,2024-04-05 09:27:00,2024-04-05 09:28:03,14,organic
SES0010785,USR000501,2024-01-25 10:57:00,2024-01-25 11:34:23,4,organic
SES0010786,USR000925,2024-04-25 13:51:00,,17,paid
SES0010787,USR002224,2024-03-20 18:03:00,2024-03-20 18:29:25,12,direct
SES0010788,USR000496,2024-03-10 13:42:00,2024-03-10 13:45:57,10,paid
SES0010789,USR002843,2024-06-12 20:42:00,2024-06-12 21:02:24,24,organic
SES0010790,USR002254,2024-05-26 14:39:00,2024-05-26 15:12:09,21,paid
SES0010791,USR001794,2024-04-23 18:31:00,2024-04-23 19:05:34,17,organic
SES0010792,USR002207,2024-01-06 15:00:00,2024-01-06 15:22:06,1,direct
SES0010793,USR001230,2024-05-21 11:17:00,2024-05-21 11:39:55,21,direct
SES0010794,USR002538,2024-02-20 14:15:00,,8,paid
SES0010795,USR000114,2024-06-01 09:04:00,2024-06-01 09:19:54,22,referral
SES0010796,USR002232,2024-01-04 13:08:00,2024-01-04 13:36:07,1,organic
SES0010797,USR001935,2024-04-16 15:21:00,,16,organic
SES0010798,USR002083,2024-05-17 17:12:00,,20,direct
SES0010799,USR000458,2024-04-04 18:24:00,2024-04-04 18:34:24,14,paid
SES0010800,USR000918,2024-01-05 12:15:00,2024-01-05 12:40:23,1,paid
SES0010801,USR002773,2024-02-27 10:59:00,2024-02-27 11:36:18,9,organic
SES0010802,USR000276,2024-03-09 16:18:00,2024-03-09 16:40:01,10,paid
SES0010803,USR003775,2024-05-02 09:19:00,2024-05-02 09:55:07,18,paid
SES0010804,USR003163,2024-01-24 20:12:00,2024-01-24 20:32:26,4,paid
SES0010805,USR000934,2024-06-30 21:35:00,,26,organic
SES0010806,USR001555,2024-03-31 23:29:00,,13,organic
SES0010807,USR000341,2024-01-12 21:38:00,2024-01-12 22:05:47,2,direct
SES0010808,USR002397,2024-04-15 20:23:00,,16,organic
SES0010809,USR002955,2024-05-14 19:25:00,2024-05-14 19:46:40,20,direct
SES0010810,USR002592,2024-03-13 09:30:00,,11,referral
SES0010811,USR002714,2024-04-17 12:05:00,2024-04-17 12:07:32,16,referral
SES0010812,USR001014,2024-02-06 18:47:00,2024-02-06 18:53:51,6,organic
SES0010813,USR003617,2024-06-24 15:45:00,2024-06-24 16:03:48,26,paid
SES0010814,USR002409,2024-02-04 23:44:00,2024-02-04 23:55:11,5,paid
SES0010815,USR000760,2024-03-22 11:03:00,2024-03-22 11:41:19,12,paid
SES0010816,USR001595,2024-06-20 22:34:00,2024-06-20 23:00:21,25,organic
SES0010817,USR000485,2024-03-29 18:39:00,2024-03-29 18:45:50,13,paid
SES0010818,USR003212,2024-02-06 12:07:00,2024-02-06 12:39:32,6,organic
SES0010819,USR001702,2024-06-30 21:51:00,2024-06-30 21:55:57,26,direct
SES0010820,USR001943,2024-06-18 15:16:00,2024-06-18 15:50:31,25,organic
SES0010821,USR001040,2024-01-12 21:09:00,2024-01-12 21:37:57,2,organic
SES0010822,USR003688,2024-02-25 10:46:00,,8,paid
SES0010823,USR001870,2024-06-15 09:04:00,2024-06-15 09:41:19,24,paid
SES0010824,USR000282,2024-05-15 08:15:00,2024-05-15 08:38:19,20,referral
SES0010825,USR002558,2024-05-26 08:41:00,2024-05-26 09:16:03,21,paid
SES0010826,USR001072,2024-03-07 10:54:00,2024-03-07 11:01:35,10,direct
SES0010827,USR003672,2024-02-11 16:01:00,2024-02-11 16:33:40,6,organic
SES0010828,USR000414,2024-05-27 15:19:00,,22,organic
SES0010829,USR003175,2024-02-02 12:25:00,2024-02-02 12:39:02,5,referral
SES0010830,USR000184,2024-01-24 21:50:00,2024-01-24 22:10:17,4,paid
SES0010831,USR003259,2024-04-16 19:02:00,2024-04-16 19:33:33,16,paid
SES0010832,USR000538,2024-06-20 13:05:00,2024-06-20 13:44:28,25,paid
SES0010833,USR002889,2024-01-05 15:47:00,2024-01-05 16:25:05,1,direct
SES0010834,USR000999,2024-05-18 18:36:00,,20,organic
SES0010835,USR002927,2024-03-28 16:36:00,,13,paid
SES0010836,USR002282,2024-05-27 12:23:00,2024-05-27 12:56:59,22,paid
SES0010837,USR000971,2024-04-08 22:04:00,2024-04-08 22:22:14,15,organic
SES0010838,USR003107,2024-02-03 08:55:00,2024-02-03 09:09:07,5,paid
SES0010839,USR002027,2024-06-07 22:20:00,2024-06-07 22:48:37,23,organic
SES0010840,USR001589,2024-04-27 11:46:00,2024-04-27 11:54:15,17,organic
SES0010841,USR003384,2024-02-05 22:24:00,,6,paid
SES0010842,USR000259,2024-06-30 13:28:00,2024-06-30 13:35:15,26,referral
SES0010843,USR002615,2024-04-18 10:22:00,,16,referral
