notification_id,user_id,notification_type,sent_at,week_of
NOT0030919,USR03260,promotional,2024-10-24T11:50:00,2024-10-21
NOT0030920,USR00637,promotional,2024-10-27T11:12:00,2024-10-21
NOT0030921,USR04587,promotional,2024-10-22T16:01:00,2024-10-21
NOT0030922,USR03958,promotional,2024-10-24T13:16:00,2024-10-21
NOT0030923,USR02772,promotional,2024-10-27T15:44:00,2024-10-21
NOT0030924,USR01197,promotional,2024-10-24T20:36:00,2024-10-21
NOT0030925,USR02281,promotional,2024-10-21T20:52:00,2024-10-21
NOT0030926,USR04962,promotional,2024-10-23T13:42:00,2024-10-21
NOT0030927,USR02347,promotional,2024-10-25T10:15:00,2024-10-21
NOT0030928,USR02908,promotional,2024-10-26T12:16:00,2024-10-21
NOT0030929,USR01659,promotional,2024-10-25T14:27:00,2024-10-21
NOT0030930,USR01439,promotional,2024-10-25T19:23:00,2024-10-21
NOT0030931,USR02518,promotional,2024-10-22T21:07:00,2024-10-21
NOT0030932,USR02358,promotional,2024-10-27T09:43:00,2024-10-21
NOT0030933,USR04445,promotional,2024-10-23T16:15:00,2024-10-21
NOT0030934,USR01388,promotional,2024-10-25T09:30:00,2024-10-21
NOT0030935,USR00770,promotional,2024-10-23T19:23:00,2024-10-21
NOT0030936,USR03506,promotional,2024-10-27T21:15:00,2024-10-21
NOT0030937,USR02783,promotional,2024-10-24T16:59:00,2024-10-21
NOT0030938,USR03536,promotional,2024-10-23T13:14:00,2024-10-21
NOT0030939,USR04113,promotional,2024-10-21T21:23:00,2024-10-21
NOT0030940,USR03680,promotional,2024-10-25T14:40:00,2024-10-21
NOT0030941,USR03571,promotional,2024-10-25T21:54:00,2024-10-21
NOT0030942,USR04714,promotional,2024-10-23T19:29:00,2024-10-21
NOT0030943,USR01753,promotional,2024-10-26T17:03:00,2024-10-21
NOT0030944,USR04506,promotional,2024-10-21T09:12:00,2024-10-21
NOT0030945,USR02647,promotional,2024-10-27T11:06:00,2024-10-21
NOT0030946,USR00214,promotional,2024-10-22T15:21:00,2024-10-21
NOT0030947,USR00182,promotional,2024-10-27T16:02:00,2024-10-21
NOT0030948,USR02298,promotional,2024-10-26T20:32:00,2024-10-21
NOT0030949,USR01500,promotional,2024-10-27T14:48:00,2024-10-21
NOT0030950,USR03001,promotional,2024-10-24T19:19:00,2024-10-21
NOT0030951,USR03657,promotional,2024-10-22T10:06:00,2024-10-21
NOT0030952,USR00339,promotional,2024-10-26T13:08:00,2024-10-21
NOT0030953,USR04434,promotional,2024-10-21T13:57:00,2024-10-21
NOT0030954,USR02108,promotional,2024-10-26T16:39:00,2024-10-21
NOT0030955,USR01206,promotional,2024-10-25T13:44:00,2024-10-21
NOT0030956,USR04927,promotional,2024-10-26T13:36:00,2024-10-21
NOT0030957,USR03875,promotional,2024-10-27T12:44:00,2024-10-21
NOT0030958,USR04681,promotional,2024-10-27T18:48:00,2024-10-21
NOT0030959,USR02945,promotional,2024-10-21T11:42:00,2024-10-21
NOT0030960,USR04648,promotional,2024-10-26T15:52:00,2024-10-21
NOT0030961,USR04945,promotional,2024-10-24T21:34:00,2024-10-21
NOT0030962,USR03301,promotional,2024-10-21T15:59:00,2024-10-21
NOT0030963,USR02364,promotional,2024-10-27T11:19:00,2024-10-21
NOT0030964,USR02849,promotional,2024-10-22T14:33:00,2024-10-21
NOT0030965,USR01308,promotional,2024-10-26T12:08:00,2024-10-21
NOT0030966,USR02984,promotional,2024-10-26T20:17:00,2024-10-21
NOT0030967,USR01940,promotional,2024-10-25T16:49:00,2024-10-21
NOT0030968,USR03048,promotional,2024-10-27T10:58:00,2024-10-21
NOT0030969,USR00348,promotional,2024-10-22T11:32:00,2024-10-21
NOT0030970,USR00556,promotional,2024-10-25T12:19:00,2024-10-21
NOT0030971,USR01219,promotional,2024-10-26T10:14:00,2024-10-21
NOT0030972,USR01327,promotional,2024-10-26T20:59:00,2024-10-21
NOT0030973,USR04365,promotional,2024-10-27T12:31:00,2024-10-21
NOT0030974,USR02033,promotional,2024-10-21T17:28:00,2024-10-21
NOT0030975,USR04087,promotional,2024-10-25T19:15:00,2024-10-21
NOT0030976,USR04795,promotional,2024-10-22T12:00:00,2024-10-21
NOT0030977,USR03090,promotional,2024-10-27T11:02:00,2024-10-21
NOT0030978,USR01078,promotional,2024-10-21T17:04:00,2024-10-21
NOT0030979,USR04734,promotional,2024-10-26T09:28:00,2024-10-21
NOT0030980,USR00820,promotional,2024-10-25T20:37:00,2024-10-21
NOT0030981,USR03255,promotional,2024-10-23T11:18:00,2024-10-21
NOT0030982,USR04182,promotional,2024-10-25T21:29:00,2024-10-21
NOT0030983,USR01309,promotional,2024-10-21T21:35:00,2024-10-21
NOT0030984,USR04855,promotional,2024-10-22T19:51:00,2024-10-21
NOT0030985,USR00796,promotional,2024-10-26T11:07:00,2024-10-21
NOT0030986,USR01995,promotional,2024-10-22T20:46:00,2024-10-21
NOT0030987,USR03044,promotional,2024-10-27T17:35:00,2024-10-21
NOT0030988,USR00520,promotional,2024-10-27T16:13:00,2024-10-21
NOT0030989,USR00944,promotional,2024-10-26T19:51:00,2024-10-21
NOT0030990,USR02817,promotional,2024-10-22T14:34:00,2024-10-21
NOT0030991,USR02664,promotional,2024-10-21T17:05:00,2024-10-21
NOT0030992,USR04942,promotional,2024-10-27T18:24:00,2024-10-21
NOT0030993,USR04265,promotional,2024-10-26T15:42:00,2024-10-21
NOT0030994,USR02846,promotional,2024-10-25T18:32:00,2024-10-21
NOT0030995,USR00128,promotional,2024-10-27T19:44:00,2024-10-21
NOT0030996,USR01153,promotional,2024-10-25T13:14:00,2024-10-21
NOT0030997,USR04481,promotional,2024-10-22T17:14:00,2024-10-21
NOT0030998,USR03915,promotional,2024-10-26T20:20:00,2024-10-21
NOT0030999,USR04880,promotional,2024-10-21T15:50:00,2024-10-21
NOT0031000,USR04855,promotional,2024-10-22T14:46:00,2024-10-21
NOT0031001,USR00368,promotional,2024-10-22T15:57:00,2024-10-21
NOT0031002,USR01863,promotional,2024-10-23T16:38:00,2024-10-21
NOT0031003,USR01863,promotional,2024-10-25T17:12:00,2024-10-21
NOT0031004,USR04564,promotional,2024-10-22T14:02:00,2024-10-21
NOT0031005,USR02046,promotional,2024-10-22T19:02:00,2024-10-21
NOT0031006,USR03318,promotional,2024-10-22T17:23:00,2024-10-21
NOT0031007,USR01087,promotional,2024-10-23T14:20:00,2024-10-21
NOT0031008,USR04887,promotional,2024-10-22T13:53:00,2024-10-21
NOT0031009,USR04365,promotional,2024-10-23T18:01:00,2024-10-21
NOT0031010,USR00892,promotional,2024-10-25T13:03:00,2024-10-21
NOT0031011,USR04898,promotional,2024-10-25T21:48:00,2024-10-21
NOT0031012,USR02669,promotional,2024-10-23T19:11:00,2024-10-21
NOT0031013,USR01607,promotional,2024-10-25T11:45:00,2024-10-21
NOT0031014,USR03083,promotional,2024-10-24T17:53:00,2024-10-21
NOT0031015,USR01385,promotional,2024-10-26T11:41:00,2024-10-21
NOT0031016,USR00102,promotional,2024-10-22T13:10:00,2024-10-21
NOT0031017,USR02830,promotional,2024-10-21T20:20:00,2024-10-21
NOT0031018,USR02686,promotional,2024-10-25T14:09:00,2024-10-21
NOT0031019,USR01307,promotional,2024-10-26T09:51:00,2024-10-21
NOT0031020,USR00632,promotional,2024-10-24T21:24:00,2024-10-21
NOT0031021,USR03403,promotional,2024-10-21T09:52:00,2024-10-21
NOT0031022,USR04807,promotional,2024-10-26T12:24:00,2024-10-21
NOT0031023,USR02129,promotional,2024-10-21T15:34:00,2024-10-21
NOT0031024,USR04004,promotional,2024-10-22T14:27:00,2024-10-21
NOT0031025,USR04113,promotional,2024-10-22T10:18:00,2024-10-21
NOT0031026,USR01861,promotional,2024-10-26T20:50:00,2024-10-21
NOT0031027,USR04976,promotional,2024-10-26T18:48:00,2024-10-21
NOT0031028,USR02815,promotional,2024-10-22T13:04:00,2024-10-21
NOT0031029,USR04184,promotional,2024-10-26T15:04:00,2024-10-21
NOT0031030,USR01418,promotional,2024-10-25T11:45:00,2024-10-21
NOT0031031,USR03012,promotional,2024-10-25T16:04:00,2024-10-21
NOT0031032,USR04976,promotional,2024-10-27T20:32:00,2024-10-21
NOT0031033,USR04756,promotional,2024-10-24T21:15:00,2024-10-21
NOT0031034,USR00821,promotional,2024-10-26T09:32:00,2024-10-21
NOT0031035,USR04437,promotional,2024-10-25T19:14:00,2024-10-21
NOT0031036,USR03736,promotional,2024-10-24T17:08:00,2024-10-21
NOT0031037,USR03556,promotional,2024-10-27T15:39:00,2024-10-21
NOT0031038,USR03576,promotional,2024-10-26T20:26:00,2024-10-21
NOT0031039,USR03028,promotional,2024-10-26T18:52:00,2024-10-21
NOT0031040,USR01054,promotional,2024-10-26T09:44:00,2024-10-21
NOT0031041,USR04900,promotional,2024-10-24T19:52:00,2024-10-21
NOT0031042,USR03095,promotional,2024-10-26T09:37:00,2024-10-21
NOT0031043,USR02928,promotional,2024-10-23T21:36:00,2024-10-21
NOT0031044,USR02195,promotional,2024-10-22T10:43:00,2024-10-21
NOT0031045,USR00237,promotional,2024-10-21T09:36:00,2024-10-21
NOT0031046,USR02481,promotional,2024-10-24T21:10:00,2024-10-21
NOT0031047,USR04963,promotional,2024-10-25T20:55:00,2024-10-21
NOT0031048,USR00637,promotional,2024-10-23T11:34:00,2024-10-21
NOT0031049,USR02658,promotional,2024-10-27T12:26:00,2024-10-21
NOT0031050,USR04863,promotional,2024-10-23T11:41:00,2024-10-21
NOT0031051,USR04865,promotional,2024-10-22T17:29:00,2024-10-21
NOT0031052,USR00433,promotional,2024-10-24T21:25:00,2024-10-21
NOT0031053,USR01713,promotional,2024-10-24T11:21:00,2024-10-21
NOT0031054,USR00265,promotional,2024-10-27T21:11:00,2024-10-21
NOT0031055,USR01217,promotional,2024-10-24T11:13:00,2024-10-21
NOT0031056,USR00014,promotional,2024-10-25T21:17:00,2024-10-21
NOT0031057,USR00373,promotional,2024-10-23T10:00:00,2024-10-21
NOT0031058,USR04877,promotional,2024-10-25T09:34:00,2024-10-21
NOT0031059,USR04517,promotional,2024-10-24T11:52:00,2024-10-21
NOT0031060,USR01246,promotional,2024-10-26T14:46:00,2024-10-21
NOT0031061,USR03856,promotional,2024-10-26T21:13:00,2024-10-21
NOT0031062,USR04552,promotional,2024-10-23T14:58:00,2024-10-21
NOT0031063,USR02333,promotional,2024-10-23T21:49:00,2024-10-21
NOT0031064,USR01679,promotional,2024-10-26T15:19:00,2024-10-21
NOT0031065,USR02531,promotional,2024-10-24T19:17:00,2024-10-21
NOT0031066,USR04869,promotional,2024-10-23T16:03:00,2024-10-21
NOT0031067,USR00196,promotional,2024-10-26T19:54:00,2024-10-21
NOT0031068,USR00067,promotional,2024-10-23T20:52:00,2024-10-21
NOT0031069,USR04602,promotional,2024-10-22T09:23:00,2024-10-21
NOT0031070,USR03182,promotional,2024-10-24T11:32:00,2024-10-21
NOT0031071,USR01940,promotional,2024-10-27T16:44:00,2024-10-21
NOT0031072,USR03158,promotional,2024-10-24T12:46:00,2024-10-21
NOT0031073,USR02676,promotional,2024-10-26T19:28:00,2024-10-21
NOT0031074,USR03574,promotional,2024-10-22T17:58:00,2024-10-21
NOT0031075,USR03615,promotional,2024-10-26T13:02:00,2024-10-21
NOT0031076,USR02599,promotional,2024-10-21T13:07:00,2024-10-21
NOT0031077,USR02029,promotional,2024-10-23T18:05:00,2024-10-21
NOT0031078,USR00375,promotional,2024-10-22T19:21:00,2024-10-21
NOT0031079,USR04664,promotional,2024-10-27T18:27:00,2024-10-21
NOT0031080,USR01148,promotional,2024-10-21T20:22:00,2024-10-21
NOT0031081,USR02302,promotional,2024-10-21T12:41:00,2024-10-21
NOT0031082,USR03671,promotional,2024-10-25T14:08:00,2024-10-21
NOT0031083,USR01950,promotional,2024-10-21T17:46:00,2024-10-21
NOT0031084,USR04861,promotional,2024-10-22T18:16:00,2024-10-21
NOT0031085,USR01718,promotional,2024-10-22T16:02:00,2024-10-21
NOT0031086,USR03321,promotional,2024-10-21T11:06:00,2024-10-21
NOT0031087,USR01769,promotional,2024-10-24T10:33:00,2024-10-21
NOT0031088,USR02066,promotional,2024-10-26T18:38:00,2024-10-21
NOT0031089,USR00098,promotional,2024-10-26T18:55:00,2024-10-21
NOT0031090,USR02123,promotional,2024-10-22T17:19:00,2024-10-21
NOT0031091,USR00575,promotional,2024-10-25T15:28:00,2024-10-21
NOT0031092,USR00636,promotional,2024-10-27T15:57:00,2024-10-21
NOT0031093,USR02288,promotional,2024-10-21T09:32:00,2024-10-21
NOT0031094,USR00008,promotional,2024-10-22T15:56:00,2024-10-21
NOT0031095,USR04023,promotional,2024-10-25T19:41:00,2024-10-21
NOT0031096,USR01181,promotional,2024-10-21T14:49:00,2024-10-21
NOT0031097,USR02237,promotional,2024-10-22T12:29:00,2024-10-21
NOT0031098,USR02448,promotional,2024-10-24T20:11:00,2024-10-21
NOT0031099,USR02842,promotional,2024-10-26T18:49:00,2024-10-21
NOT0031100,USR03277,promotional,2024-10-25T10:24:00,2024-10-21
NOT0031101,USR03902,promotional,2024-10-23T09:00:00,2024-10-21
NOT0031102,USR00033,promotional,2024-10-22T19:37:00,2024-10-21
NOT0031103,USR04338,promotional,2024-10-22T09:42:00,2024-10-21
NOT0031104,USR01376,promotional,2024-10-22T12:59:00,2024-10-21
NOT0031105,USR00928,promotional,2024-10-23T12:20:00,2024-10-21
NOT0031106,USR03701,promotional,2024-10-23T11:37:00,2024-10-21
NOT0031107,USR02271,promotional,2024-10-24T11:10:00,2024-10-21
NOT0031108,USR04276,promotional,2024-10-25T19:19:00,2024-10-21
NOT0031109,USR00347,promotional,2024-10-23T16:19:00,2024-10-21
NOT0031110,USR03228,promotional,2024-10-25T18:57:00,2024-10-21
NOT0031111,USR04907,promotional,2024-10-27T21:26:00,2024-10-21
NOT0031112,USR02627,promotional,2024-10-22T12:14:00,2024-10-21
NOT0031113,USR01390,promotional,2024-10-24T13:35:00,2024-10-21
NOT0031114,USR02156,promotional,2024-10-25T09:48:00,2024-10-21
NOT0031115,USR01338,promotional,2024-10-25T18:46:00,2024-10-21
NOT0031116,USR04422,promotional,2024-10-23T09:50:00,2024-10-21
NOT0031117,USR03237,promotional,2024-10-27T14:36:00,2024-10-21
NOT0031118,USR01523,promotional,2024-10-21T19:39:00,2024-10-21
NOT0031119,USR00977,promotional,2024-10-24T13:44:00,2024-10-21
NOT0031120,USR01078,promotional,2024-10-23T20:25:00,2024-10-21
NOT0031121,USR00417,promotional,2024-10-25T10:52:00,2024-10-21
NOT0031122,USR01936,promotional,2024-10-26T14:35:00,2024-10-21
NOT0031123,USR03029,promotional,2024-10-22T13:38:00,2024-10-21
NOT0031124,USR02290,promotional,2024-10-27T10:48:00,2024-10-21
NOT0031125,USR01829,promotional,2024-10-24T15:59:00,2024-10-21
NOT0031126,USR04444,promotional,2024-10-21T17:45:00,2024-10-21
NOT0031127,USR00366,promotional,2024-10-23T10:32:00,2024-10-21
NOT0031128,USR03080,promotional,2024-10-25T13:44:00,2024-10-21
NOT0031129,USR00166,promotional,2024-10-26T18:58:00,2024-10-21
NOT0031130,USR04025,promotional,2024-10-26T09:49:00,2024-10-21
NOT0031131,USR04561,promotional,2024-10-27T21:48:00,2024-10-21
NOT0031132,USR04464,promotional,2024-10-26T11:42:00,2024-10-21
NOT0031133,USR03977,promotional,2024-10-27T19:09:00,2024-10-21
NOT0031134,USR03364,promotional,2024-10-25T14:52:00,2024-10-21
NOT0031135,USR00736,promotional,2024-10-27T13:07:00,2024-10-21
NOT0031136,USR00306,promotional,2024-10-23T09:43:00,2024-10-21
NOT0031137,USR01843,promotional,2024-10-25T21:24:00,2024-10-21
NOT0031138,USR00894,promotional,2024-10-27T09:09:00,2024-10-21
NOT0031139,USR00738,promotional,2024-10-27T09:26:00,2024-10-21
NOT0031140,USR01308,promotional,2024-10-24T19:06:00,2024-10-21
NOT0031141,USR03141,promotional,2024-10-24T18:09:00,2024-10-21
NOT0031142,USR04383,promotional,2024-10-26T15:31:00,2024-10-21
NOT0031143,USR04442,promotional,2024-10-26T11:04:00,2024-10-21
NOT0031144,USR04252,promotional,2024-10-22T15:15:00,2024-10-21
NOT0031145,USR03455,promotional,2024-10-24T11:56:00,2024-10-21
NOT0031146,USR02500,promotional,2024-10-25T18:05:00,2024-10-21
NOT0031147,USR04359,promotional,2024-10-26T18:22:00,2024-10-21
NOT0031148,USR03095,promotional,2024-10-25T09:59:00,2024-10-21
NOT0031149,USR00800,promotional,2024-10-25T12:16:00,2024-10-21
NOT0031150,USR02999,promotional,2024-10-24T15:28:00,2024-10-21
NOT0031151,USR01722,promotional,2024-10-21T16:28:00,2024-10-21
NOT0031152,USR03215,promotional,2024-10-21T10:07:00,2024-10-21
NOT0031153,USR00211,promotional,2024-10-24T11:26:00,2024-10-21
NOT0031154,USR01282,promotional,2024-10-22T20:55:00,2024-10-21
NOT0031155,USR01227,promotional,2024-10-23T13:53:00,2024-10-21
NOT0031156,USR03819,promotional,2024-10-23T21:44:00,2024-10-21
NOT0031157,USR02231,promotional,2024-10-21T12:23:00,2024-10-21
NOT0031158,USR01060,promotional,2024-10-25T11:51:00,2024-10-21
NOT0031159,USR01224,promotional,2024-10-23T17:31:00,2024-10-21
NOT0031160,USR01594,promotional,2024-10-23T11:02:00,2024-10-21
NOT0031161,USR03429,promotional,2024-10-26T18:02:00,2024-10-21
NOT0031162,USR01503,promotional,2024-10-27T16:51:00,2024-10-21
NOT0031163,USR04914,promotional,2024-10-26T13:33:00,2024-10-21
NOT0031164,USR00632,promotional,2024-10-24T17:21:00,2024-10-21
NOT0031165,USR01653,promotional,2024-10-22T09:33:00,2024-10-21
NOT0031166,USR04613,promotional,2024-10-23T16:57:00,2024-10-21
NOT0031167,USR02451,promotional,2024-10-24T13:41:00,2024-10-21
NOT0031168,USR03702,promotional,2024-10-22T18:42:00,2024-10-21
NOT0031169,USR00756,promotional,2024-10-26T16:50:00,2024-10-21
NOT0031170,USR03602,promotional,2024-10-22T18:31:00,2024-10-21
NOT0031171,USR04049,promotional,2024-10-27T15:12:00,2024-10-21
NOT0031172,USR04558,promotional,2024-10-24T13:20:00,2024-10-21
NOT0031173,USR01450,promotional,2024-10-27T16:38:00,2024-10-21
NOT0031174,USR01390,promotional,2024-10-22T16:40:00,2024-10-21
NOT0031175,USR00812,promotional,2024-10-25T15:31:00,2024-10-21
NOT0031176,USR00865,promotional,2024-10-24T11:39:00,2024-10-21
NOT0031177,USR03174,promotional,2024-10-24T16:22:00,2024-10-21
NOT0031178,USR00092,promotional,2024-10-27T13:24:00,2024-10-21
NOT0031179,USR02747,promotional,2024-10-24T18:37:00,2024-10-21
NOT0031180,USR03923,promotional,2024-10-27T18:18:00,2024-10-21
NOT0031181,USR02155,promotional,2024-10-21T21:30:00,2024-10-21
NOT0031182,USR04352,promotional,2024-10-23T14:00:00,2024-10-21
NOT0031183,USR03768,promotional,2024-10-22T19:54:00,2024-10-21
NOT0031184,USR02149,promotional,2024-10-24T09:55:00,2024-10-21
NOT0031185,USR00163,promotional,2024-10-22T12:03:00,2024-10-21
NOT0031186,USR03283,promotional,2024-10-27T18:29:00,2024-10-21
NOT0031187,USR01078,promotional,2024-10-27T18:02:00,2024-10-21
NOT0031188,USR04085,promotional,2024-10-25T12:31:00,2024-10-21
NOT0031189,USR01018,promotional,2024-10-26T17:53:00,2024-10-21
NOT0031190,USR03016,promotional,2024-10-26T21:56:00,2024-10-21
NOT0031191,USR02610,promotional,2024-10-23T21:48:00,2024-10-21
NOT0031192,USR00338,promotional,2024-10-26T21:14:00,2024-10-21
NOT0031193,USR04980,promotional,2024-10-26T17:34:00,2024-10-21
NOT0031194,USR01423,promotional,2024-10-21T14:21:00,2024-10-21
NOT0031195,USR00871,promotional,2024-10-26T20:12:00,2024-10-21
NOT0031196,USR01086,promotional,2024-10-25T12:52:00,2024-10-21
NOT0031197,USR03372,promotional,2024-10-26T13:46:00,2024-10-21
NOT0031198,USR04680,promotional,2024-10-25T12:42:00,2024-10-21
NOT0031199,USR04994,promotional,2024-10-23T11:20:00,2024-10-21
NOT0031200,USR01699,promotional,2024-10-21T13:01:00,2024-10-21
NOT0031201,USR01028,promotional,2024-10-22T15:31:00,2024-10-21
NOT0031202,USR00983,promotional,2024-10-21T15:24:00,2024-10-21
NOT0031203,USR03004,promotional,2024-10-22T14:07:00,2024-10-21
NOT0031204,USR00078,promotional,2024-10-23T21:47:00,2024-10-21
NOT0031205,USR00632,promotional,2024-10-22T20:20:00,2024-10-21
NOT0031206,USR00401,promotional,2024-10-23T13:42:00,2024-10-21
NOT0031207,USR04290,promotional,2024-10-22T14:25:00,2024-10-21
NOT0031208,USR04787,promotional,2024-10-24T20:31:00,2024-10-21
NOT0031209,USR04101,promotional,2024-10-22T19:39:00,2024-10-21
NOT0031210,USR03763,promotional,2024-10-25T19:20:00,2024-10-21
NOT0031211,USR01859,promotional,2024-10-26T21:28:00,2024-10-21
NOT0031212,USR01224,promotional,2024-10-22T13:15:00,2024-10-21
NOT0031213,USR04980,promotional,2024-10-21T20:11:00,2024-10-21
NOT0031214,USR04134,promotional,2024-10-27T10:56:00,2024-10-21
NOT0031215,USR04533,promotional,2024-10-23T09:44:00,2024-10-21
NOT0031216,USR01552,promotional,2024-10-22T09:37:00,2024-10-21
NOT0031217,USR02134,promotional,2024-10-24T15:47:00,2024-10-21
NOT0031218,USR02662,promotional,2024-10-21T09:38:00,2024-10-21
NOT0031219,USR00143,promotional,2024-10-24T18:58:00,2024-10-21
NOT0031220,USR04575,promotional,2024-10-24T16:04:00,2024-10-21
NOT0031221,USR00442,promotional,2024-10-26T12:24:00,2024-10-21
NOT0031222,USR01705,promotional,2024-10-27T10:41:00,2024-10-21
NOT0031223,USR03747,promotional,2024-10-23T14:25:00,2024-10-21
NOT0031224,USR00976,promotional,2024-10-25T13:05:00,2024-10-21
NOT0031225,USR04506,promotional,2024-10-24T16:10:00,2024-10-21
NOT0031226,USR04006,promotional,2024-10-27T10:40:00,2024-10-21
NOT0031227,USR02978,promotional,2024-10-24T11:29:00,2024-10-21
NOT0031228,USR01807,promotional,2024-10-27T16:40:00,2024-10-21
NOT0031229,USR04929,promotional,2024-10-25T11:47:00,2024-10-21
NOT0031230,USR00724,promotional,2024-10-25T13:50:00,2024-10-21
NOT0031231,USR03026,promotional,2024-10-23T11:01:00,2024-10-21
NOT0031232,USR04885,promotional,2024-10-22T18:05:00,2024-10-21
NOT0031233,USR00124,promotional,2024-10-27T09:59:00,2024-10-21
NOT0031234,USR00800,promotional,2024-10-25T10:06:00,2024-10-21
NOT0031235,USR03758,promotional,2024-10-24T16:33:00,2024-10-21
NOT0031236,USR00965,promotional,2024-10-24T11:15:00,2024-10-21
NOT0031237,USR03261,promotional,2024-10-25T11:38:00,2024-10-21
NOT0031238,USR04886,promotional,2024-10-26T19:05:00,2024-10-21
NOT0031239,USR04964,promotional,2024-10-21T12:16:00,2024-10-21
NOT0031240,USR04013,promotional,2024-10-24T18:56:00,2024-10-21
NOT0031241,USR01359,promotional,2024-10-23T10:42:00,2024-10-21
NOT0031242,USR02753,promotional,2024-10-25T14:10:00,2024-10-21
NOT0031243,USR00225,promotional,2024-10-21T14:26:00,2024-10-21
NOT0031244,USR04862,promotional,2024-10-27T13:23:00,2024-10-21
NOT0031245,USR01469,promotional,2024-10-24T11:49:00,2024-10-21
NOT0031246,USR03470,promotional,2024-10-21T11:42:00,2024-10-21
NOT0031247,USR00942,promotional,2024-10-24T12:04:00,2024-10-21
NOT0031248,USR00718,promotional,2024-10-23T13:43:00,2024-10-21
NOT0031249,USR03790,promotional,2024-10-24T12:03:00,2024-10-21
NOT0031250,USR01474,promotional,2024-10-25T14:44:00,2024-10-21
NOT0031251,USR02267,promotional,2024-10-22T18:26:00,2024-10-21
NOT0031252,USR01732,promotional,2024-10-21T19:29:00,2024-10-21
NOT0031253,USR00745,promotional,2024-10-22T13:05:00,2024-10-21
NOT0031254,USR03169,promotional,2024-10-24T20:03:00,2024-10-21
NOT0031255,USR03299,promotional,2024-10-22T11:54:00,2024-10-21
NOT0031256,USR02193,promotional,2024-10-26T12:05:00,2024-10-21
NOT0031257,USR01327,promotional,2024-10-22T17:44:00,2024-10-21
NOT0031258,USR00629,promotional,2024-10-22T12:59:00,2024-10-21
NOT0031259,USR01788,promotional,2024-10-22T10:48:00,2024-10-21
NOT0031260,USR04692,promotional,2024-10-23T11:05:00,2024-10-21
NOT0031261,USR01529,promotional,2024-10-25T13:46:00,2024-10-21
NOT0031262,USR00223,promotional,2024-10-25T18:07:00,2024-10-21
NOT0031263,USR04366,promotional,2024-10-22T19:41:00,2024-10-21
NOT0031264,USR04526,promotional,2024-10-24T11:23:00,2024-10-21
NOT0031265,USR00446,promotional,2024-10-26T13:56:00,2024-10-21
NOT0031266,USR04004,promotional,2024-10-21T12:14:00,2024-10-21
NOT0031267,USR00334,promotional,2024-10-21T10:36:00,2024-10-21
NOT0031268,USR00611,promotional,2024-10-27T16:59:00,2024-10-21
NOT0031269,USR00523,promotional,2024-10-25T21:10:00,2024-10-21
NOT0031270,USR04849,promotional,2024-10-24T09:10:00,2024-10-21
NOT0031271,USR00644,promotional,2024-10-27T11:21:00,2024-10-21
NOT0031272,USR03414,promotional,2024-10-23T09:00:00,2024-10-21
NOT0031273,USR04378,promotional,2024-10-21T09:37:00,2024-10-21
NOT0031274,USR01120,promotional,2024-10-23T21:32:00,2024-10-21
NOT0031275,USR03740,promotional,2024-10-22T18:36:00,2024-10-21
NOT0031276,USR02372,promotional,2024-10-27T09:42:00,2024-10-21
NOT0031277,USR02035,promotional,2024-10-21T09:14:00,2024-10-21
NOT0031278,USR03574,promotional,2024-10-27T20:11:00,2024-10-21
NOT0031279,USR02966,promotional,2024-10-27T17:41:00,2024-10-21
NOT0031280,USR03967,promotional,2024-10-27T16:52:00,2024-10-21
NOT0031281,USR01905,promotional,2024-10-22T15:56:00,2024-10-21
NOT0031282,USR00357,promotional,2024-10-24T16:55:00,2024-10-21
NOT0031283,USR04800,promotional,2024-10-23T13:34:00,2024-10-21
NOT0031284,USR01645,promotional,2024-10-25T16:56:00,2024-10-21
NOT0031285,USR01021,promotional,2024-10-25T10:16:00,2024-10-21
NOT0031286,USR04394,promotional,2024-10-23T20:12:00,2024-10-21
NOT0031287,USR03235,promotional,2024-10-23T17:59:00,2024-10-21
NOT0031288,USR01314,promotional,2024-10-21T18:04:00,2024-10-21
NOT0031289,USR03283,promotional,2024-10-22T10:32:00,2024-10-21
NOT0031290,USR03646,promotional,2024-10-26T20:28:00,2024-10-21
NOT0031291,USR01055,promotional,2024-10-27T11:56:00,2024-10-21
NOT0031292,USR03517,promotional,2024-10-27T16:15:00,2024-10-21
NOT0031293,USR02511,promotional,2024-10-25T11:05:00,2024-10-21
NOT0031294,USR00921,promotional,2024-10-22T18:10:00,2024-10-21
NOT0031295,USR04713,promotional,2024-10-25T18:46:00,2024-10-21
NOT0031296,USR04781,promotional,2024-10-22T20:41:00,2024-10-21
NOT0031297,USR01846,promotional,2024-10-27T09:31:00,2024-10-21
NOT0031298,USR00423,promotional,2024-10-21T20:04:00,2024-10-21
NOT0031299,USR02458,promotional,2024-10-27T15:15:00,2024-10-21
NOT0031300,USR03738,promotional,2024-10-22T18:38:00,2024-10-21
NOT0031301,USR02298,promotional,2024-10-23T17:08:00,2024-10-21
NOT0031302,USR01485,promotional,2024-10-22T09:13:00,2024-10-21
NOT0031303,USR01074,promotional,2024-10-23T18:32:00,2024-10-21
NOT0031304,USR01050,promotional,2024-10-24T19:12:00,2024-10-21
NOT0031305,USR03379,promotional,2024-10-23T14:47:00,2024-10-21
NOT0031306,USR01322,promotional,2024-10-25T10:37:00,2024-10-21
